id,date,text,user,location,business_type,likes,shares
358,2024-02-21,"It was fine, nothing memorable",user_358,Chennai,mall,295,54
359,2024-03-09,It was an average visit,user_359,Hyderabad,restaurant,276,99
360,2024-02-28,Average ambiance and service,user_360,Mumbai,cafe,279,122
361,2024-03-06,Amazing experience shopping here,user_361,Delhi,cafe,433,40
362,2024-01-13,Terrible service and rude staff,user_362,Hyderabad,mall,422,72
363,2024-01-24,Terrible service and rude staff,user_363,Bangalore,retail shop,49,176
364,2024-03-30,Very satisfied with the service provided,user_364,Delhi,food outlet,219,10
365,2024-01-15,Very slow service and bad management,user_365,Mumbai,retail shop,152,58
366,2024-03-26,Bad quality food and poor hygiene,user_366,Mumbai,food outlet,499,148
367,2024-03-17,Terrible service and rude staff,user_367,Bangalore,retail shop,81,45
368,2024-01-04,Poor customer support and delays,user_368,Bangalore,cafe,94,186
369,2024-03-16,It was an average visit,user_369,Bangalore,cafe,230,97
370,2024-02-04,Very satisfied with the service provided,user_370,Chennai,retail shop,106,77
371,2024-01-24,"The place is okay, average experience",user_371,Hyderabad,mall,0,75
372,2024-01-21,Great service and friendly staff at the cafe,user_372,Hyderabad,retail shop,450,120
373,2024-03-26,Awful service and dirty place,user_373,Bangalore,food outlet,386,35
374,2024-02-29,Just a regular experience,user_374,Hyderabad,cafe,285,117
375,2024-02-23,Very satisfied with the service provided,user_375,Hyderabad,food outlet,343,12
376,2024-02-06,"Excellent quality products, highly recommended",user_376,Chennai,food outlet,466,153
377,2024-02-19,Very satisfied with the service provided,user_377,Delhi,cafe,486,68
378,2024-03-08,"Best place in town, very happy with service",user_378,Mumbai,mall,83,20
379,2024-02-19,Average ambiance and service,user_379,Hyderabad,retail shop,422,179
380,2024-01-17,Average ambiance and service,user_380,Mumbai,food outlet,374,55
381,2024-01-23,The experience was okay overall,user_381,Delhi,cafe,163,20
382,2024-01-11,Super fast delivery and great packaging,user_382,Hyderabad,retail shop,358,1
383,2024-03-07,Awful service and dirty place,user_383,Hyderabad,food outlet,208,69
384,2024-02-09,"Excellent quality products, highly recommended",user_384,Mumbai,mall,219,173
385,2024-02-05,Nothing impressive but acceptable,user_385,Chennai,restaurant,448,80
386,2024-03-04,Not worth the price at all,user_386,Delhi,food outlet,21,40
387,2024-01-14,It was an average visit,user_387,Mumbai,food outlet,34,25
388,2024-01-01,Nothing impressive but acceptable,user_388,Hyderabad,cafe,446,70
389,2024-02-26,Nothing impressive but acceptable,user_389,Hyderabad,food outlet,448,159
390,2024-03-28,The experience was okay overall,user_390,Chennai,restaurant,62,34
391,2024-01-29,"Horrible experience, will not return",user_391,Delhi,mall,239,31
392,2024-02-06,Disappointed with product quality,user_392,Bangalore,cafe,226,52
393,2024-01-26,"Waste of money, not recommended",user_393,Chennai,cafe,249,16
394,2024-01-03,Perfect place for family dinner,user_394,Mumbai,retail shop,153,172
395,2024-01-04,"Food is normal, nothing special",user_395,Delhi,food outlet,20,97
396,2024-01-02,Average ambiance and service,user_396,Delhi,retail shop,283,149
397,2024-01-22,Moderate quality and decent service,user_397,Hyderabad,restaurant,356,125
398,2024-02-14,Amazing experience shopping here,user_398,Hyderabad,cafe,36,113
399,2024-01-02,"Worst experience ever, very disappointed",user_399,Mumbai,mall,440,33
400,2024-03-15,"Loved the food at this restaurant, amazing taste!",user_400,Chennai,mall,92,91
401,2024-03-11,"Service was fine, not too good not bad",user_401,Mumbai,retail shop,93,99
402,2024-02-20,Bad quality food and poor hygiene,user_402,Hyderabad,cafe,277,103
403,2024-02-08,"The place is okay, average experience",user_403,Mumbai,mall,454,127
404,2024-03-09,Awesome ambience and delicious food,user_404,Bangalore,cafe,264,17
405,2024-03-31,Very satisfied with the service provided,user_405,Delhi,mall,173,79
406,2024-01-21,"Waste of money, not recommended",user_406,Delhi,restaurant,346,59
407,2024-03-20,Not worth the price at all,user_407,Mumbai,food outlet,59,130
408,2024-01-25,"Food is normal, nothing special",user_408,Chennai,retail shop,409,66
409,2024-03-09,Not worth the price at all,user_409,Hyderabad,restaurant,156,93
410,2024-01-28,"It was fine, nothing memorable",user_410,Hyderabad,retail shop,33,188
411,2024-03-04,"It was fine, nothing memorable",user_411,Chennai,food outlet,129,22
412,2024-01-09,"Fantastic experience, will visit again",user_412,Mumbai,food outlet,443,104
413,2024-02-24,Nothing impressive but acceptable,user_413,Hyderabad,cafe,13,39
414,2024-03-05,"The place is okay, average experience",user_414,Chennai,retail shop,213,18
415,2024-01-31,"Excellent quality products, highly recommended",user_415,Bangalore,mall,459,57
416,2024-03-27,Terrible service and rude staff,user_416,Mumbai,food outlet,45,84
417,2024-01-22,"Excellent quality products, highly recommended",user_417,Mumbai,retail shop,462,199
418,2024-01-21,Average ambiance and service,user_418,Chennai,mall,70,55
419,2024-03-09,Terrible service and rude staff,user_419,Chennai,food outlet,280,147
420,2024-03-03,Very satisfied with the service provided,user_420,Delhi,restaurant,184,150
421,2024-01-08,Average ambiance and service,user_421,Mumbai,restaurant,450,94
422,2024-01-29,"Worst experience ever, very disappointed",user_422,Bangalore,retail shop,225,190
423,2024-01-13,Great service and friendly staff at the cafe,user_423,Mumbai,mall,375,82
424,2024-03-17,"Loved the food at this restaurant, amazing taste!",user_424,Delhi,cafe,32,81
425,2024-03-16,"The place is okay, average experience",user_425,Mumbai,mall,414,156
426,2024-01-09,It was an average visit,user_426,Bangalore,retail shop,41,144
427,2024-03-23,Perfect place for family dinner,user_427,Mumbai,restaurant,339,106
428,2024-01-23,Poor customer support and delays,user_428,Hyderabad,retail shop,317,190
429,2024-01-11,"Food is normal, nothing special",user_429,Delhi,retail shop,144,69
430,2024-03-10,Amazing experience shopping here,user_430,Hyderabad,mall,417,23
431,2024-03-30,"Horrible experience, will not return",user_431,Bangalore,mall,465,29
432,2024-02-09,"Service was fine, not too good not bad",user_432,Bangalore,retail shop,52,121
433,2024-01-22,"Waste of money, not recommended",user_433,Bangalore,restaurant,158,14
434,2024-01-04,"Horrible experience, will not return",user_434,Bangalore,retail shop,64,155
435,2024-03-10,Average ambiance and service,user_435,Chennai,restaurant,10,188
436,2024-03-15,Nothing impressive but acceptable,user_436,Bangalore,restaurant,20,110
437,2024-01-24,Very satisfied with the service provided,user_437,Mumbai,cafe,268,3
438,2024-03-23,Very slow service and bad management,user_438,Hyderabad,food outlet,57,30
439,2024-01-06,"Loved the food at this restaurant, amazing taste!",user_439,Mumbai,food outlet,300,30
440,2024-02-21,Nothing impressive but acceptable,user_440,Delhi,restaurant,443,200
441,2024-03-07,Just a regular experience,user_441,Hyderabad,restaurant,292,47
442,2024-03-04,"It was fine, nothing memorable",user_442,Delhi,cafe,154,31
443,2024-01-11,"Excellent quality products, highly recommended",user_443,Mumbai,mall,135,100
444,2024-03-22,Amazing experience shopping here,user_444,Bangalore,restaurant,107,30
445,2024-03-20,Awful service and dirty place,user_445,Delhi,retail shop,458,112
446,2024-02-08,"Best place in town, very happy with service",user_446,Bangalore,retail shop,254,163
447,2024-03-27,Nothing impressive but acceptable,user_447,Delhi,retail shop,57,110
448,2024-03-30,"It was fine, nothing memorable",user_448,Delhi,food outlet,254,88
449,2024-02-26,Very satisfied with the service provided,user_449,Chennai,cafe,16,172
450,2024-02-26,Moderate quality and decent service,user_450,Bangalore,cafe,247,97
451,2024-03-25,Awesome ambience and delicious food,user_451,Delhi,retail shop,474,123
452,2024-03-12,Disappointed with product quality,user_452,Hyderabad,mall,420,15
453,2024-03-20,"Worst experience ever, very disappointed",user_453,Mumbai,retail shop,16,128
454,2024-03-12,"The place is okay, average experience",user_454,Mumbai,food outlet,240,173
455,2024-03-13,"Best place in town, very happy with service",user_455,Hyderabad,cafe,225,187
456,2024-03-06,"Fantastic experience, will visit again",user_456,Delhi,retail shop,420,152
457,2024-03-01,"Loved the food at this restaurant, amazing taste!",user_457,Mumbai,restaurant,336,167
458,2024-03-26,Bad quality food and poor hygiene,user_458,Bangalore,mall,340,178
459,2024-02-18,Moderate quality and decent service,user_459,Delhi,restaurant,285,143
460,2024-02-02,Just a regular experience,user_460,Delhi,restaurant,103,105
461,2024-03-28,The experience was okay overall,user_461,Mumbai,cafe,328,112
462,2024-02-10,Amazing experience shopping here,user_462,Chennai,restaurant,299,200
463,2024-01-23,Terrible service and rude staff,user_463,Delhi,cafe,224,195
464,2024-03-05,"The place is okay, average experience",user_464,Chennai,mall,140,181
465,2024-02-14,Moderate quality and decent service,user_465,Delhi,cafe,292,10
466,2024-01-26,Awful service and dirty place,user_466,Mumbai,restaurant,119,190
467,2024-02-05,Bad quality food and poor hygiene,user_467,Delhi,retail shop,70,137
468,2024-02-28,Just a regular experience,user_468,Chennai,cafe,265,27
469,2024-03-03,Very slow service and bad management,user_469,Bangalore,cafe,72,184
470,2024-01-25,"Worst experience ever, very disappointed",user_470,Delhi,mall,228,189
471,2024-03-27,The experience was okay overall,user_471,Bangalore,cafe,68,102
472,2024-03-31,Terrible service and rude staff,user_472,Delhi,cafe,321,125
473,2024-02-11,Just a regular experience,user_473,Delhi,cafe,128,22
474,2024-02-14,It was an average visit,user_474,Mumbai,mall,49,104
475,2024-03-07,Terrible service and rude staff,user_475,Chennai,mall,305,66
476,2024-02-06,It was an average visit,user_476,Hyderabad,cafe,51,79
477,2024-03-31,Average ambiance and service,user_477,Chennai,food outlet,16,77
478,2024-03-07,"It was fine, nothing memorable",user_478,Chennai,cafe,260,192
479,2024-01-06,Awesome ambience and delicious food,user_479,Bangalore,cafe,54,177
480,2024-03-25,Awful service and dirty place,user_480,Chennai,mall,466,42
481,2024-01-27,Great service and friendly staff at the cafe,user_481,Hyderabad,cafe,463,5
482,2024-01-07,Moderate quality and decent service,user_482,Delhi,cafe,309,49
483,2024-01-12,Amazing experience shopping here,user_483,Bangalore,restaurant,58,55
484,2024-01-14,"Worst experience ever, very disappointed",user_484,Hyderabad,cafe,155,112
485,2024-03-08,It was an average visit,user_485,Chennai,mall,433,143
486,2024-01-23,"Service was fine, not too good not bad",user_486,Chennai,mall,334,147
487,2024-03-12,Awesome ambience and delicious food,user_487,Mumbai,food outlet,0,112
488,2024-01-10,Amazing experience shopping here,user_488,Bangalore,mall,229,60
489,2024-01-17,Amazing experience shopping here,user_489,Chennai,food outlet,14,138
490,2024-01-06,"Food is normal, nothing special",user_490,Mumbai,food outlet,70,87
491,2024-02-25,Great service and friendly staff at the cafe,user_491,Chennai,retail shop,14,10
492,2024-01-01,Moderate quality and decent service,user_492,Bangalore,restaurant,397,11
493,2024-02-13,Bad quality food and poor hygiene,user_493,Mumbai,mall,418,97
494,2024-01-13,Just a regular experience,user_494,Delhi,retail shop,79,13
495,2024-01-04,Poor customer support and delays,user_495,Hyderabad,retail shop,32,58
496,2024-03-11,"Fantastic experience, will visit again",user_496,Chennai,retail shop,152,7
497,2024-03-09,Awesome ambience and delicious food,user_497,Mumbai,cafe,441,106
498,2024-02-27,"Loved the food at this restaurant, amazing taste!",user_498,Chennai,cafe,43,125
499,2024-03-28,Average ambiance and service,user_499,Delhi,retail shop,84,32
500,2024-02-23,"Fantastic experience, will visit again",user_500,Delhi,cafe,477,113
501,2024-01-23,It was an average visit,user_501,Bangalore,retail shop,166,149
502,2024-03-18,The experience was okay overall,user_502,Bangalore,retail shop,390,166
503,2024-02-13,"Fantastic experience, will visit again",user_503,Mumbai,mall,100,167
504,2024-03-16,Moderate quality and decent service,user_504,Hyderabad,restaurant,323,129
505,2024-03-19,Super fast delivery and great packaging,user_505,Bangalore,cafe,215,88
506,2024-02-17,Not worth the price at all,user_506,Mumbai,restaurant,130,184
507,2024-01-21,It was an average visit,user_507,Delhi,restaurant,485,5
508,2024-01-04,"The place is okay, average experience",user_508,Hyderabad,restaurant,115,79
509,2024-01-16,The experience was okay overall,user_509,Delhi,restaurant,189,83
510,2024-03-18,"Waste of money, not recommended",user_510,Mumbai,food outlet,427,53
511,2024-02-24,Average ambiance and service,user_511,Bangalore,cafe,487,169
512,2024-02-28,"Horrible experience, will not return",user_512,Bangalore,food outlet,108,161
513,2024-01-27,Nothing impressive but acceptable,user_513,Hyderabad,food outlet,365,81
514,2024-03-11,"It was fine, nothing memorable",user_514,Hyderabad,restaurant,206,128
515,2024-03-09,Nothing impressive but acceptable,user_515,Chennai,retail shop,97,157
516,2024-01-06,Poor customer support and delays,user_516,Bangalore,mall,263,146
517,2024-02-04,Nothing impressive but acceptable,user_517,Mumbai,retail shop,484,161
518,2024-02-10,"It was fine, nothing memorable",user_518,Chennai,food outlet,473,134
519,2024-02-12,Awesome ambience and delicious food,user_519,Bangalore,mall,216,88
520,2024-03-26,"Excellent quality products, highly recommended",user_520,Delhi,cafe,357,105
521,2024-03-12,Perfect place for family dinner,user_521,Delhi,food outlet,367,48
522,2024-02-08,Terrible service and rude staff,user_522,Bangalore,cafe,141,120
523,2024-02-07,"Loved the food at this restaurant, amazing taste!",user_523,Bangalore,food outlet,146,21
524,2024-02-10,Bad quality food and poor hygiene,user_524,Bangalore,restaurant,160,37
525,2024-03-07,"Service was fine, not too good not bad",user_525,Hyderabad,food outlet,442,167
526,2024-01-07,It was an average visit,user_526,Bangalore,retail shop,240,73
527,2024-01-23,Moderate quality and decent service,user_527,Mumbai,retail shop,29,136
528,2024-01-13,The experience was okay overall,user_528,Delhi,cafe,70,22
529,2024-03-16,Great service and friendly staff at the cafe,user_529,Chennai,food outlet,334,20
530,2024-02-28,Great service and friendly staff at the cafe,user_530,Hyderabad,restaurant,175,32
531,2024-02-01,"Service was fine, not too good not bad",user_531,Bangalore,retail shop,328,115
532,2024-01-14,Not worth the price at all,user_532,Mumbai,retail shop,214,59
533,2024-03-14,Very slow service and bad management,user_533,Delhi,retail shop,43,59
534,2024-01-06,Terrible service and rude staff,user_534,Delhi,food outlet,385,192
535,2024-01-24,It was an average visit,user_535,Mumbai,cafe,133,171
536,2024-01-18,The experience was okay overall,user_536,Chennai,cafe,385,144
537,2024-03-27,Nothing impressive but acceptable,user_537,Chennai,cafe,488,109
538,2024-01-14,Average ambiance and service,user_538,Delhi,retail shop,202,194
539,2024-03-02,"Excellent quality products, highly recommended",user_539,Bangalore,food outlet,451,110
540,2024-01-04,Moderate quality and decent service,user_540,Mumbai,mall,238,17
541,2024-02-15,Very satisfied with the service provided,user_541,Chennai,food outlet,132,141
542,2024-03-17,Super fast delivery and great packaging,user_542,Delhi,retail shop,427,181
543,2024-01-25,Terrible service and rude staff,user_543,Chennai,cafe,431,27
544,2024-01-28,"Waste of money, not recommended",user_544,Delhi,food outlet,359,58
545,2024-03-26,Awful service and dirty place,user_545,Bangalore,restaurant,69,86
546,2024-03-25,Awesome ambience and delicious food,user_546,Hyderabad,cafe,198,127
547,2024-03-31,Awful service and dirty place,user_547,Hyderabad,cafe,325,173
548,2024-02-22,Terrible service and rude staff,user_548,Mumbai,food outlet,332,100
549,2024-02-03,Terrible service and rude staff,user_549,Hyderabad,retail shop,396,87
550,2024-01-31,"Service was fine, not too good not bad",user_550,Hyderabad,restaurant,469,144
551,2024-03-11,Poor customer support and delays,user_551,Bangalore,food outlet,203,51
552,2024-01-10,Bad quality food and poor hygiene,user_552,Hyderabad,cafe,88,184
553,2024-01-27,The experience was okay overall,user_553,Mumbai,mall,110,64
554,2024-03-27,"Service was fine, not too good not bad",user_554,Mumbai,cafe,181,184
555,2024-03-22,"The place is okay, average experience",user_555,Bangalore,mall,270,158
556,2024-02-10,Super fast delivery and great packaging,user_556,Hyderabad,cafe,392,182
557,2024-01-24,Nothing impressive but acceptable,user_557,Chennai,retail shop,71,95
558,2024-01-31,Awesome ambience and delicious food,user_558,Chennai,food outlet,231,63
559,2024-02-14,Great service and friendly staff at the cafe,user_559,Delhi,retail shop,264,161
560,2024-01-30,"Service was fine, not too good not bad",user_560,Chennai,food outlet,96,122
561,2024-02-07,"Fantastic experience, will visit again",user_561,Chennai,food outlet,94,5
562,2024-03-23,Disappointed with product quality,user_562,Delhi,retail shop,497,125
563,2024-03-10,Just a regular experience,user_563,Mumbai,cafe,340,30
564,2024-03-29,Just a regular experience,user_564,Chennai,restaurant,167,183
565,2024-01-17,Poor customer support and delays,user_565,Chennai,cafe,21,84
566,2024-01-15,Disappointed with product quality,user_566,Chennai,food outlet,387,110
567,2024-03-12,"Service was fine, not too good not bad",user_567,Chennai,food outlet,331,59
568,2024-03-04,"Loved the food at this restaurant, amazing taste!",user_568,Bangalore,restaurant,252,120
569,2024-03-31,Bad quality food and poor hygiene,user_569,Mumbai,mall,424,67
570,2024-02-05,"Waste of money, not recommended",user_570,Chennai,food outlet,488,2
571,2024-03-21,Nothing impressive but acceptable,user_571,Bangalore,retail shop,346,61
572,2024-02-19,Perfect place for family dinner,user_572,Mumbai,restaurant,318,125
573,2024-01-09,"The place is okay, average experience",user_573,Delhi,cafe,398,48
574,2024-03-29,"Food is normal, nothing special",user_574,Delhi,food outlet,347,169
575,2024-02-12,"Service was fine, not too good not bad",user_575,Bangalore,retail shop,241,122
576,2024-03-19,"Food is normal, nothing special",user_576,Mumbai,cafe,42,66
577,2024-01-29,"Horrible experience, will not return",user_577,Delhi,retail shop,219,30
578,2024-03-14,Nothing impressive but acceptable,user_578,Mumbai,food outlet,318,134
579,2024-02-24,Great service and friendly staff at the cafe,user_579,Bangalore,retail shop,84,161
580,2024-01-12,Terrible service and rude staff,user_580,Bangalore,restaurant,222,133
581,2024-03-25,Super fast delivery and great packaging,user_581,Mumbai,food outlet,330,70
582,2024-03-11,Awesome ambience and delicious food,user_582,Hyderabad,retail shop,0,128
583,2024-03-30,Great service and friendly staff at the cafe,user_583,Delhi,cafe,99,144
584,2024-03-10,"Loved the food at this restaurant, amazing taste!",user_584,Hyderabad,restaurant,490,2
585,2024-02-15,Terrible service and rude staff,user_585,Chennai,cafe,324,178
586,2024-01-29,"It was fine, nothing memorable",user_586,Chennai,retail shop,145,178
587,2024-03-28,Nothing impressive but acceptable,user_587,Delhi,cafe,225,131
588,2024-03-01,Very satisfied with the service provided,user_588,Mumbai,food outlet,286,111
589,2024-02-18,"Horrible experience, will not return",user_589,Mumbai,retail shop,407,93
590,2024-02-09,"Best place in town, very happy with service",user_590,Delhi,cafe,392,189
591,2024-01-19,"Best place in town, very happy with service",user_591,Mumbai,food outlet,160,139
592,2024-03-23,"Horrible experience, will not return",user_592,Hyderabad,food outlet,180,95
593,2024-01-25,Not worth the price at all,user_593,Chennai,mall,177,126
594,2024-03-29,Awful service and dirty place,user_594,Chennai,mall,437,103
595,2024-01-14,"Fantastic experience, will visit again",user_595,Chennai,food outlet,330,122
596,2024-01-06,Terrible service and rude staff,user_596,Mumbai,mall,1,151
597,2024-01-20,"Service was fine, not too good not bad",user_597,Delhi,retail shop,70,140
598,2024-03-20,Bad quality food and poor hygiene,user_598,Hyderabad,restaurant,445,37
599,2024-03-22,Not worth the price at all,user_599,Bangalore,restaurant,358,95
600,2024-02-02,Poor customer support and delays,user_600,Bangalore,cafe,471,198
601,2024-02-24,"Excellent quality products, highly recommended",user_601,Chennai,restaurant,192,70
602,2024-01-31,The experience was okay overall,user_602,Hyderabad,mall,0,76
603,2024-03-22,Awesome ambience and delicious food,user_603,Hyderabad,retail shop,283,107
604,2024-02-20,Amazing experience shopping here,user_604,Delhi,restaurant,278,0
605,2024-01-27,Amazing experience shopping here,user_605,Bangalore,restaurant,264,14
606,2024-03-18,Disappointed with product quality,user_606,Mumbai,restaurant,442,194
607,2024-01-20,"Fantastic experience, will visit again",user_607,Mumbai,retail shop,280,175
608,2024-01-24,"Service was fine, not too good not bad",user_608,Chennai,mall,129,135
609,2024-02-15,"Excellent quality products, highly recommended",user_609,Delhi,food outlet,107,124
610,2024-03-19,Poor customer support and delays,user_610,Hyderabad,restaurant,229,125
611,2024-03-24,Super fast delivery and great packaging,user_611,Hyderabad,retail shop,355,69
612,2024-03-03,Terrible service and rude staff,user_612,Chennai,retail shop,204,119
613,2024-01-13,Amazing experience shopping here,user_613,Chennai,retail shop,230,39
614,2024-02-14,Bad quality food and poor hygiene,user_614,Bangalore,retail shop,237,13
615,2024-03-24,Nothing impressive but acceptable,user_615,Bangalore,mall,205,52
616,2024-01-26,"The place is okay, average experience",user_616,Hyderabad,restaurant,213,100
617,2024-02-07,"Service was fine, not too good not bad",user_617,Chennai,restaurant,497,176
618,2024-01-14,Super fast delivery and great packaging,user_618,Bangalore,cafe,400,183
619,2024-02-22,Nothing impressive but acceptable,user_619,Hyderabad,retail shop,108,98
620,2024-02-26,"Horrible experience, will not return",user_620,Hyderabad,mall,474,154
621,2024-02-21,Perfect place for family dinner,user_621,Hyderabad,mall,12,148
622,2024-02-26,The experience was okay overall,user_622,Chennai,retail shop,413,134
623,2024-01-29,Great service and friendly staff at the cafe,user_623,Chennai,cafe,420,26
624,2024-02-11,"Horrible experience, will not return",user_624,Mumbai,restaurant,129,35
625,2024-03-26,It was an average visit,user_625,Bangalore,retail shop,13,2
626,2024-02-19,"Service was fine, not too good not bad",user_626,Hyderabad,food outlet,5,165
627,2024-01-08,Average ambiance and service,user_627,Hyderabad,cafe,315,180
628,2024-01-30,Average ambiance and service,user_628,Hyderabad,restaurant,319,79
629,2024-03-11,"The place is okay, average experience",user_629,Hyderabad,cafe,96,93
630,2024-02-12,Nothing impressive but acceptable,user_630,Mumbai,retail shop,499,149
631,2024-03-19,It was an average visit,user_631,Chennai,food outlet,93,106
632,2024-01-04,Poor customer support and delays,user_632,Chennai,cafe,448,61
633,2024-03-16,"Horrible experience, will not return",user_633,Mumbai,retail shop,38,37
634,2024-02-09,Bad quality food and poor hygiene,user_634,Bangalore,cafe,461,3
635,2024-02-12,Just a regular experience,user_635,Mumbai,food outlet,439,19
636,2024-03-19,Perfect place for family dinner,user_636,Mumbai,cafe,367,26
637,2024-01-18,Average ambiance and service,user_637,Bangalore,cafe,266,158
638,2024-03-24,Very slow service and bad management,user_638,Bangalore,food outlet,265,49
639,2024-03-30,"Worst experience ever, very disappointed",user_639,Chennai,retail shop,164,147
640,2024-01-20,"Worst experience ever, very disappointed",user_640,Bangalore,food outlet,126,128
641,2024-02-23,"The place is okay, average experience",user_641,Hyderabad,restaurant,281,115
642,2024-03-19,Super fast delivery and great packaging,user_642,Bangalore,food outlet,461,102
643,2024-01-05,Bad quality food and poor hygiene,user_643,Delhi,retail shop,264,158
644,2024-03-17,Amazing experience shopping here,user_644,Delhi,mall,228,73
645,2024-01-21,The experience was okay overall,user_645,Mumbai,restaurant,283,17
646,2024-02-17,Disappointed with product quality,user_646,Hyderabad,retail shop,449,111
647,2024-01-13,Awful service and dirty place,user_647,Hyderabad,restaurant,177,33
648,2024-02-16,Bad quality food and poor hygiene,user_648,Chennai,cafe,109,191
649,2024-01-21,"Worst experience ever, very disappointed",user_649,Delhi,cafe,294,16
650,2024-02-07,Poor customer support and delays,user_650,Hyderabad,cafe,424,160
651,2024-01-04,"Horrible experience, will not return",user_651,Hyderabad,food outlet,203,69
652,2024-03-16,"Service was fine, not too good not bad",user_652,Mumbai,cafe,341,3
653,2024-03-31,Awesome ambience and delicious food,user_653,Bangalore,mall,340,84
654,2024-03-14,Moderate quality and decent service,user_654,Bangalore,cafe,298,156
655,2024-03-30,Perfect place for family dinner,user_655,Hyderabad,cafe,204,188
656,2024-02-07,It was an average visit,user_656,Bangalore,restaurant,119,172
657,2024-01-04,Disappointed with product quality,user_657,Hyderabad,food outlet,494,184
658,2024-01-12,Disappointed with product quality,user_658,Hyderabad,restaurant,67,54
659,2024-01-01,"The place is okay, average experience",user_659,Mumbai,cafe,492,104
660,2024-03-08,Not worth the price at all,user_660,Hyderabad,retail shop,246,136
661,2024-01-31,Amazing experience shopping here,user_661,Mumbai,cafe,319,30
662,2024-02-22,Bad quality food and poor hygiene,user_662,Delhi,retail shop,240,161
663,2024-03-03,Terrible service and rude staff,user_663,Hyderabad,restaurant,296,91
664,2024-01-29,It was an average visit,user_664,Hyderabad,restaurant,132,53
665,2024-01-25,Just a regular experience,user_665,Mumbai,food outlet,208,35
666,2024-03-30,"It was fine, nothing memorable",user_666,Hyderabad,mall,469,17
667,2024-02-25,"Horrible experience, will not return",user_667,Hyderabad,food outlet,455,129
668,2024-03-30,Perfect place for family dinner,user_668,Bangalore,cafe,117,112
669,2024-02-04,"Loved the food at this restaurant, amazing taste!",user_669,Bangalore,mall,255,101
670,2024-01-24,Just a regular experience,user_670,Bangalore,retail shop,353,47
671,2024-01-19,Great service and friendly staff at the cafe,user_671,Bangalore,mall,331,58
672,2024-03-17,"Fantastic experience, will visit again",user_672,Bangalore,restaurant,287,130
673,2024-02-17,Nothing impressive but acceptable,user_673,Delhi,cafe,337,55
674,2024-01-31,"Excellent quality products, highly recommended",user_674,Chennai,mall,495,110
675,2024-03-16,Perfect place for family dinner,user_675,Mumbai,mall,463,118
676,2024-03-31,Very slow service and bad management,user_676,Delhi,restaurant,485,53
677,2024-02-24,Terrible service and rude staff,user_677,Mumbai,retail shop,165,32
678,2024-01-02,Great service and friendly staff at the cafe,user_678,Chennai,food outlet,121,109
679,2024-01-28,Terrible service and rude staff,user_679,Hyderabad,mall,88,127
680,2024-01-28,Awful service and dirty place,user_680,Mumbai,food outlet,484,158
681,2024-03-21,Average ambiance and service,user_681,Hyderabad,mall,17,119
682,2024-03-14,"Food is normal, nothing special",user_682,Mumbai,retail shop,363,176
683,2024-03-04,Very slow service and bad management,user_683,Delhi,food outlet,248,70
684,2024-01-21,Awesome ambience and delicious food,user_684,Hyderabad,food outlet,123,100
685,2024-01-26,Perfect place for family dinner,user_685,Mumbai,food outlet,213,10
686,2024-03-23,"Worst experience ever, very disappointed",user_686,Mumbai,mall,452,189
687,2024-02-16,Perfect place for family dinner,user_687,Mumbai,cafe,160,89
688,2024-01-21,"Best place in town, very happy with service",user_688,Delhi,retail shop,482,158
689,2024-01-06,"Waste of money, not recommended",user_689,Chennai,food outlet,128,20
690,2024-01-17,Amazing experience shopping here,user_690,Bangalore,mall,485,90
691,2024-02-14,Very satisfied with the service provided,user_691,Chennai,food outlet,324,141
692,2024-02-14,"Best place in town, very happy with service",user_692,Mumbai,restaurant,87,58
693,2024-02-09,Poor customer support and delays,user_693,Delhi,cafe,134,140
694,2024-02-10,Just a regular experience,user_694,Delhi,mall,427,175
695,2024-03-13,Amazing experience shopping here,user_695,Mumbai,mall,438,158
696,2024-03-31,"Excellent quality products, highly recommended",user_696,Hyderabad,mall,269,122
697,2024-03-20,"Service was fine, not too good not bad",user_697,Mumbai,cafe,470,8
698,2024-02-24,Very slow service and bad management,user_698,Bangalore,food outlet,202,61
699,2024-01-30,Perfect place for family dinner,user_699,Hyderabad,food outlet,256,96
700,2024-02-12,Average ambiance and service,user_700,Delhi,retail shop,191,134
701,2024-01-03,Bad quality food and poor hygiene,user_701,Mumbai,cafe,400,190
702,2024-02-04,"Loved the food at this restaurant, amazing taste!",user_702,Hyderabad,retail shop,452,143
703,2024-03-12,Very satisfied with the service provided,user_703,Mumbai,mall,89,58
704,2024-03-28,Perfect place for family dinner,user_704,Bangalore,food outlet,193,3
705,2024-03-04,"Loved the food at this restaurant, amazing taste!",user_705,Delhi,food outlet,38,170
706,2024-02-01,Moderate quality and decent service,user_706,Hyderabad,retail shop,354,170
707,2024-03-31,Perfect place for family dinner,user_707,Chennai,mall,472,32
708,2024-02-21,"Horrible experience, will not return",user_708,Delhi,retail shop,398,91
709,2024-01-07,"Excellent quality products, highly recommended",user_709,Hyderabad,cafe,444,53
710,2024-01-27,Moderate quality and decent service,user_710,Mumbai,mall,314,33
711,2024-01-21,"The place is okay, average experience",user_711,Hyderabad,mall,319,6
712,2024-02-28,"Loved the food at this restaurant, amazing taste!",user_712,Chennai,cafe,129,139
713,2024-03-20,"Fantastic experience, will visit again",user_713,Bangalore,cafe,37,112
714,2024-03-28,Great service and friendly staff at the cafe,user_714,Chennai,restaurant,155,33
